model,best_C,accuracy,precision,recall,f1,roc_auc,avg_precision,optimal_threshold
LogisticRegression,1,0.6989146782651112,0.6332860025409163,0.772188809914343,0.6958735372613426,0.7705549922604713,0.6842551660845185,0.47082247582567727
